"Sujeito";"Classe";"Predicado";"Objeto"
"/index.php/Daemon_Blackfyre";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Daemon_Blackfyre";"CHARACTER";"bornIn";"In 169AC or 170AC, at King's Landing"
"/index.php/Daemon_Blackfyre";"CHARACTER";"diedIn";"In 196AC, at Redgrass Field"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasAlias";"The Black Dragon"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasAlias";"The King Who Bore the Sword"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasAlias";"The Pretender"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasAllegianceWith";"/index.php/House_Blackfyre"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daemon_Blackfyre";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Daemon_Blackfyre";"CHARACTER";"nameIs";"Daemon Blackfyre"
"/index.php/Daemon_Blackfyre";"CHARACTER";"titlesIs";"Ser"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"bornIn";"In 189AC"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"hasAlias";"Ser John the Fiddler"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"hasAlias";"The Brown Dragon"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"hasAllegianceWith";"/index.php/House_Blackfyre"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"nameIs";"Daemon II Blackfyre"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"titlesIs";"King of the Andals, the Rhoynar and the First Men (claimant)"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"titlesIs";"Lord of the Seven Kingdoms (claimant)"
"/index.php/Daemon_II_Blackfyre";"CHARACTER";"titlesIs";"Protector of the Realm (claimant)"
"/index.php/Daemon_Sand";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Daemon_Sand";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Daemon_Sand";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Daemon_Sand";"CHARACTER";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Daemon_Sand";"CHARACTER";"appearsInSeason";"Season 4"
"/index.php/Daemon_Sand";"CHARACTER";"bornIn";"In 278AC"
"/index.php/Daemon_Sand";"CHARACTER";"hasAlias";"Bastard of Godsgrace"
"/index.php/Daemon_Sand";"CHARACTER";"hasAllegianceWith";"/index.php/House_Allyrion"
"/index.php/Daemon_Sand";"CHARACTER";"hasCulture";"Dornish"
"/index.php/Daemon_Sand";"CHARACTER";"nameIs";"Daemon Sand"
"/index.php/Daemon_Sand";"CHARACTER";"titlesIs";"Ser"
"/index.php/Daemon_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Daemon_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Daemon_Targaryen";"CHARACTER";"bornIn";"In 80AC or 81AC"
"/index.php/Daemon_Targaryen";"CHARACTER";"diedIn";"In 130AC, at the Gods Eye"
"/index.php/Daemon_Targaryen";"CHARACTER";"hasAlias";"Lord Flea Bottom"
"/index.php/Daemon_Targaryen";"CHARACTER";"hasAlias";"Prince of the City"
"/index.php/Daemon_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daemon_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Daemon_Targaryen";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Daemon_Targaryen";"CHARACTER";"nameIs";"Daemon Targaryen"
"/index.php/Daemon_Targaryen";"CHARACTER";"spouse";"/index.php/Laena_Velaryon"
"/index.php/Daemon_Targaryen";"CHARACTER";"spouse";"/index.php/Rhaenyra_Targaryen"
"/index.php/Daemon_Targaryen";"CHARACTER";"spouse";"/index.php/Rhea_Royce"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"Commander of the City Watch of King's Landing"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"King of the Stepstones and the Narrow Sea"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"Master of coin"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"Master of laws"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"Prince"
"/index.php/Daemon_Targaryen";"CHARACTER";"titlesIs";"Protector of the Realm"
"/index.php/Daena_Targaryen";"CHARACTER";"bornIn";"In 145AC, at King's Landing"
"/index.php/Daena_Targaryen";"CHARACTER";"hasAlias";"Daena the Defiant"
"/index.php/Daena_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daena_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Daena_Targaryen";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Daena_Targaryen";"CHARACTER";"nameIs";"Daena Targaryen"
"/index.php/Daena_Targaryen";"CHARACTER";"spouse";"/index.php/Baelor_I_Targaryen"
"/index.php/Daenaera_Velaryon";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daenaera_Velaryon";"CHARACTER";"hasAllegianceWith";"/index.php/House_Velaryon"
"/index.php/Daenaera_Velaryon";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Daenaera_Velaryon";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Daenaera_Velaryon";"CHARACTER";"nameIs";"Daenaera Velaryon"
"/index.php/Daenaera_Velaryon";"CHARACTER";"spouse";"/index.php/Aegon_III_Targaryen"
"/index.php/Daenaera_Velaryon";"CHARACTER";"titlesIs";"Queen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Daenerys_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Daenerys_Targaryen";"CHARACTER";"bornIn";"In 284AC, at Dragonstone"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Bride of Fire"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Child of Three"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Daenerys Stormborn"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Dany"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Daughter of Death"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Dragonmother"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Mhysa"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Mother of Dragons"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Mother"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Silver Lady"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"Slayer of Lies"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"The Dragon Queen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"The Silver Queen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAlias";"The Unburnt"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Daenerys_Targaryen";"CHARACTER";"nameIs";"Daenerys Targaryen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"playedBy";"Emilia Clarke"
"/index.php/Daenerys_Targaryen";"CHARACTER";"spouse";"/index.php/Hizdahr_zo_Loraq"
"/index.php/Daenerys_Targaryen";"CHARACTER";"spouse";"/index.php/Khal_Drogo"
"/index.php/Daenerys_Targaryen";"CHARACTER";"titlesIs";"Breaker of Shackles/Chains"
"/index.php/Daenerys_Targaryen";"CHARACTER";"titlesIs";"Khaleesi of the Great Grass Sea"
"/index.php/Daenerys_Targaryen";"CHARACTER";"titlesIs";"Princess of Dragonstone"
"/index.php/Daenerys_Targaryen";"CHARACTER";"titlesIs";"Queen of Meereen"
"/index.php/Daenerys_Targaryen";"CHARACTER";"titlesIs";"Queen of the Andals and the Rhoynar and the First Men, Lord of the Seven Kingdoms"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"bornIn";"In or between 169AC and 176AC"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Martell"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"nameIs";"Daenerys Targaryen (daughter of Aegon IV)"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"spouse";"/index.php/Maron_Martell"
"/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)";"CHARACTER";"titlesIs";"Princess"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"bornIn";"or between 152AC and 157AC, at King's Landing"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"diedIn";"209AC, at King's Landing"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"father";"/index.php/Aegon_IV_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"fullNameIs";"Daeron Targaryen Second of His Name"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasAlias";"Daeron the Falseborn"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasAlias";"Daeron the Good"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Aerys_I_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Baelor_Targaryen_(son_of_Daeron_II)"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Maekar_I_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Rhaegel_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"heirIs";"/index.php/Baelor_Targaryen_(son_of_Daeron_II)"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"heirIs";"/index.php/Valarr_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"motherIs";"/index.php/Naerys_Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"nameIs";"Daeron II Targaryen"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"otherTitles";"King of the Andals, the Rhoynar and the First Men"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"otherTitles";"Lord of the Seven Kingdoms"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"queenIs";"/index.php/Myriah_Martell"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"reigned";"184-209 AC"
"/index.php/Daeron_II_Targaryen";"CHARACTER";"sucessorIs";"/index.php/Aerys_I_Targaryen"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"bornIn";"143AC, at King's Landing"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"diedIn";"161AC, at Dorne"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"father";"/index.php/Aegon_III_Targaryen"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"fullNameIs";"Daeron Targaryen First of His Name"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"hasAlias";"The Boy King"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"hasAlias";"The Young Dragon"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"heirIs";"/index.php/Baelor_I_Targaryen"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"motherIs";"/index.php/Daenaera_Velaryon"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"nameIs";"Daeron I Targaryen"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"reigned";"157AC - 161AC"
"/index.php/Daeron_I_Targaryen";"CHARACTER";"sucessorIs";"/index.php/Baelor_I_Targaryen"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"bornIn";"In 190AC or 191AC"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"hasAlias";"Daeron the Drunken"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"nameIs";"Daeron Targaryen (son of Maekar I)"
"/index.php/Daeron_Targaryen_(son_of_Maekar_I)";"CHARACTER";"titlesIs";"Prince of Dragonstone"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_The_Queen"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"bornIn";"In 115AC"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"diedIn";"In 130AC, at Tumbleton"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"hasAlias";"Daeron the Daring"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"nameIs";"Daeron Targaryen (son of Viserys I)"
"/index.php/Daeron_Targaryen_(son_of_Viserys_I)";"CHARACTER";"titlesIs";"Prince"
"/index.php/Daeron_Vaith";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Daeron_Vaith";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Daeron_Vaith";"CHARACTER";"hasAllegianceWith";"/index.php/House_Vaith"
"/index.php/Daeron_Vaith";"CHARACTER";"nameIs";"Daeron Vaith"
"/index.php/Daeron_Vaith";"CHARACTER";"titlesIs";"Lord of the Red Dunes"
"/index.php/Daeryssa";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Daeryssa";"CHARACTER";"nameIs";"Daeryssa"
"/index.php/Daeryssa";"CHARACTER";"titlesIs";"Princess"
"/index.php/Dafyn_Vance";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Dafyn_Vance";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dafyn_Vance";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Dafyn_Vance";"CHARACTER";"nameIs";"Dafyn Vance"
"/index.php/Dafyn_Vance";"CHARACTER";"spouse";"/index.php/Maegelle_Frey"
"/index.php/Dafyn_Vance";"CHARACTER";"titlesIs";"Ser"
"/index.php/Dagmer";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Dagmer";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dagmer";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dagmer";"CHARACTER";"appearsInSeason";"Season 2"
"/index.php/Dagmer";"CHARACTER";"hasAlias";"Dagmer Cleftjaw"
"/index.php/Dagmer";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Dagmer";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Dagmer";"CHARACTER";"nameIs";"Dagmer"
"/index.php/Dagmer";"CHARACTER";"playedBy";"Ralph Ineson"
"/index.php/Dagmer";"CHARACTER";"titlesIs";"Captain of Foamdrinker"
"/index.php/Dagon_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dagon_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dagon_Greyjoy";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Dagon_Greyjoy";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Dagon_Greyjoy";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Dagon_Greyjoy";"CHARACTER";"nameIs";"Dagon Greyjoy"
"/index.php/Dagon_Greyjoy";"CHARACTER";"titlesIs";"Lord of Pyke"
"/index.php/Dagon_Ironmaker";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dagon_Ironmaker";"CHARACTER";"hasAllegianceWith";"/index.php/House_Ironmaker"
"/index.php/Dagon_Ironmaker";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Dagon_Ironmaker";"CHARACTER";"nameIs";"Dagon Ironmaker"
"/index.php/Dagos_Manwoody";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dagos_Manwoody";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dagos_Manwoody";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Dagos_Manwoody";"CHARACTER";"hasAllegianceWith";"/index.php/House_Manwoody"
"/index.php/Dagos_Manwoody";"CHARACTER";"nameIs";"Dagos Manwoody"
"/index.php/Dagos_Manwoody";"CHARACTER";"titlesIs";"Lord of Kingsgrave"
"/index.php/Dake";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Dake";"CHARACTER";"diedIn";"At Coldmoat"
"/index.php/Dake";"CHARACTER";"hasAllegianceWith";"/index.php/House_Osgrey"
"/index.php/Dake";"CHARACTER";"nameIs";"Dake"
"/index.php/Dake_(Guard)";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dake_(Guard)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Dake_(Guard)";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Dake_(Guard)";"CHARACTER";"nameIs";"Dake (guard)"
"/index.php/Dalbridge";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Dalbridge";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dalbridge";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dalbridge";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Dalbridge";"CHARACTER";"bornIn";"In 257AC or before"
"/index.php/Dalbridge";"CHARACTER";"diedIn";"In 299AC, at Skirling Pass"
"/index.php/Dalbridge";"CHARACTER";"hasAlias";"Squire Dalbridge"
"/index.php/Dalbridge";"CHARACTER";"nameIs";"Dalbridge"
"/index.php/Dale_Drumm";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dale_Drumm";"CHARACTER";"hasAlias";"Dale the Dread"
"/index.php/Dale_Drumm";"CHARACTER";"hasAllegianceWith";"/index.php/House_Drumm"
"/index.php/Dale_Drumm";"CHARACTER";"nameIs";"Dale Drumm"
"/index.php/Dale_Seaworth";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Dale_Seaworth";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dale_Seaworth";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dale_Seaworth";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Dale_Seaworth";"CHARACTER";"diedIn";"In 299AC, at Blackwater Rush"
"/index.php/Dale_Seaworth";"CHARACTER";"hasAllegianceWith";"/index.php/House_Seaworth"
"/index.php/Dale_Seaworth";"CHARACTER";"nameIs";"Dale Seaworth"
"/index.php/Dalla";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Dalla";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Dalla";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Dalla";"CHARACTER";"diedIn";"In 300AC, at Near Castle Black"
"/index.php/Dalla";"CHARACTER";"hasCulture";"Free Folk"
"/index.php/Dalla";"CHARACTER";"nameIs";"Dalla"
"/index.php/Dalla_(Dragonstone)";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Dalla_(Dragonstone)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Baratheon_of_Dragonstone"
"/index.php/Dalla_(Dragonstone)";"CHARACTER";"nameIs";"Dalla (Dragonstone)"
"/index.php/Damion_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Damion_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Damion_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Damion_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Damion_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Damion_Lannister";"CHARACTER";"nameIs";"Damion Lannister"
"/index.php/Damion_Lannister";"CHARACTER";"spouse";"/index.php/Shiera_Crakehall"
"/index.php/Damion_Lannister";"CHARACTER";"titlesIs";"Castellan of Casterly Rock"
"/index.php/Damion_Lannister";"CHARACTER";"titlesIs";"Ser"
"/index.php/Damon_Dance-for-Me";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Damon_Dance-for-Me";"CHARACTER";"hasAlias";"Damon Dance-for-Me"
"/index.php/Damon_Dance-for-Me";"CHARACTER";"hasAllegianceWith";"/index.php/House_Bolton"
"/index.php/Damon_Dance-for-Me";"CHARACTER";"nameIs";"Damon Dance-for-Me"
"/index.php/Damon_Lannister";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Damon_Lannister";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Damon_Lannister";"CHARACTER";"diedIn";"In 210AC"
"/index.php/Damon_Lannister";"CHARACTER";"hasAlias";"the Grey Lion"
"/index.php/Damon_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Damon_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Damon_Lannister";"CHARACTER";"nameIs";"Damon Lannister"
"/index.php/Damon_Lannister";"CHARACTER";"titlesIs";"Lord of Casterly Rock"
"/index.php/Damon_Lannister";"CHARACTER";"titlesIs";"Lord of the Westerlands"
"/index.php/Damon_Lannister";"CHARACTER";"titlesIs";"Warden of the West"
"/index.php/Damon_Marbrand";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Damon_Marbrand";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Damon_Marbrand";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Damon_Marbrand";"CHARACTER";"hasAllegianceWith";"/index.php/House_Marbrand"
"/index.php/Damon_Marbrand";"CHARACTER";"nameIs";"Damon Marbrand"
"/index.php/Damon_Marbrand";"CHARACTER";"titlesIs";"Lord of Ashemark"
"/index.php/Damon_Paege";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Damon_Paege";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
